order_id,customer_id,product_id,product_name,product_family,order_date,status,quantity,unit_price,amount,region,forecast_quarter,notes
SO-1000078,Dealer-D048,PROD-D10,Model D10 Bulldozer,Dozers,2026-06-28,Draft,5,102210.20660667618,511051.03303338087,Africa,Q1-2026,Late order fact discuss religious reflect law reach.
SO-1000079,Dealer-D027,PROD-D9,Model D9 Bulldozer,Dozers,2026-04-30,Booked,8,51963.47134263909,415707.7707411127,Africa,Q3-2026,Skin person product value interesting name positive.
SO-1000080,Dealer-D013,PROD-320,Model 320 Excavator,Excavators,2026-06-10,Back Ordered,10,392467.00561285234,3924670.0561285233,North America,Q2-2026,Step author coach film see notice eye.
SO-1000081,Dealer-D009,PROD-320,Model 320 Excavator,Excavators,2026-03-25,Back Ordered,3,335452.88287004194,1006358.6486101258,North America,Q1-2026,Light fight I evening music just.
SO-1000082,Dealer-D048,PROD-980,Model 980 Wheel Loader,Loaders,2026-01-28,Submitted,12,264185.47895524517,3170225.7474629423,Europe,Q4-2026,Always it focus economy before while structure offer week yourself.
SO-1000083,Dealer-D041,PROD-980,Model 980 Wheel Loader,Loaders,2026-01-13,In Production,2,298431.2140940201,596862.4281880402,South America,Q4-2026,Office several compare million kind everything young.
SO-1000084,Dealer-D009,PROD-D9,Model D9 Bulldozer,Dozers,2026-06-15,Booked,6,446070.5320646683,2676423.1923880097,Africa,Q3-2026,Play man before girl four prove tax form really.
SO-1000085,Dealer-D045,PROD-3600,Model 3600 Engine,Engines,2026-05-17,Submitted,10,468863.2837924204,4688632.837924204,Europe,Q4-2026,Production hundred set already because education break.
SO-1000086,Dealer-D006,PROD-320,Model 320 Excavator,Excavators,2026-01-28,Shipped,10,260669.36358546367,2606693.635854637,Africa,Q4-2026,Ten stay ability thank left approach million performance.
SO-1000087,Dealer-D043,PROD-380,Model 380F Excavator,Excavators,2026-01-13,Delivered,12,420489.24341932306,5045870.9210318765,Africa,Q4-2026,Personal service data near until just recognize building win.
SO-1000088,Dealer-D047,PROD-320,Model 320 Excavator,Excavators,2026-03-15,Invoiced,5,459980.9162453226,2299904.581226613,North America,Q4-2026,Son report financial add impact different success box water positive.
SO-1000089,Dealer-D014,PROD-D6,Model D6 Bulldozer,Dozers,2026-06-12,In Production,12,381290.1912773429,4575482.295328115,Asia Pacific,Q2-2026,Marriage respond meeting event strong woman.
SO-1000090,Dealer-D024,PROD-D9,Model D9 Bulldozer,Dozers,2026-05-02,In Production,6,393039.0644098724,2358234.386459234,North America,Q4-2026,Lead certain course out second carry attorney.
SO-1000091,Dealer-D028,PROD-D6,Model D6 Bulldozer,Dozers,2026-01-27,Delivered,6,57626.44920031145,345758.6952018687,North America,Q2-2026,Future skin environment able rise study oil process tend.
SO-1000092,Dealer-D037,PROD-950,Model 950 Wheel Loader,Loaders,2026-05-15,Delivered,5,203811.66747148213,1019058.3373574107,Asia Pacific,Q1-2026,Mrs generation necessary myself lay focus country recently occur.
SO-1000093,Dealer-D012,PROD-320,Model 320 Excavator,Excavators,2026-05-15,Draft,4,431177.3721427548,1724709.4885710191,Europe,Q4-2026,Task improve fish list tree high write.
SO-1000094,Dealer-D033,PROD-980,Model 980 Wheel Loader,Loaders,2026-02-14,Invoiced,6,118547.50354820545,711285.0212892327,Africa,Q1-2026,Manager already maybe opportunity thank them.
SO-1000095,Dealer-D029,PROD-3600,Model 3600 Engine,Engines,2026-06-05,Shipped,8,352239.0266957134,2817912.213565707,North America,Q3-2026,Between treat address century that wide avoid sit enter.
SO-1000096,Dealer-D005,PROD-D10,Model D10 Bulldozer,Dozers,2026-04-06,Back Ordered,4,295017.04976011836,1180068.1990404734,Asia Pacific,Q2-2026,Realize power system system teacher here first responsibility service their along.
SO-1000097,Dealer-D041,PROD-3500,Model 3500 Engine,Engines,2026-02-28,Shipped,8,113361.32700170424,906890.6160136339,South America,Q3-2026,Doctor range explain dinner bed.
SO-1000098,Dealer-D045,PROD-380,Model 380F Excavator,Excavators,2026-01-11,On Hold,5,287269.3314118654,1436346.6570593272,Asia Pacific,Q3-2026,Set region beyond coach federal.
SO-1000099,Dealer-D043,PROD-3500,Model 3500 Engine,Engines,2026-02-18,Delivered,4,201803.06345766055,807212.2538306422,North America,Q3-2026,Animal someone fall hear certainly.
SO-1000100,Dealer-D031,PROD-D9,Model D9 Bulldozer,Dozers,2026-06-23,On Hold,2,360543.4512070296,721086.9024140592,Asia Pacific,Q4-2026,Include radio conference company participant him raise marriage on discussion.
SO-1000101,Dealer-D041,PROD-D10,Model D10 Bulldozer,Dozers,2026-02-23,Shipped,1,481070.3544755467,481070.3544755467,Africa,Q2-2026,Least project together let explain national available.
SO-1000102,Dealer-D021,PROD-320,Model 320 Excavator,Excavators,2026-05-14,Delivered,6,467897.1291566973,2807382.774940184,South America,Q2-2026,Write federal while real lead few yourself table.
SO-1000103,Dealer-D013,PROD-380,Model 380F Excavator,Excavators,2026-01-06,Draft,10,144133.45943356754,1441334.5943356752,North America,Q1-2026,Down occur offer yeah far.
SO-1000104,Dealer-D048,PROD-3600,Model 3600 Engine,Engines,2026-01-11,Delivered,6,99001.99129146758,594011.9477488055,Asia Pacific,Q4-2026,Ever not rate seat any paper market tough.
SO-1000105,Dealer-D026,PROD-D9,Model D9 Bulldozer,Dozers,2026-03-17,Shipped,5,246648.14854952937,1233240.7427476468,South America,Q2-2026,Simply discover soon despite couple economy sense.
SO-1000106,Dealer-D006,PROD-390,Model 390F Excavator,Excavators,2026-04-18,In Production,3,379455.1730793301,1138365.5192379905,North America,Q3-2026,Pick tough position final kid often.
SO-1000107,Dealer-D043,PROD-320,Model 320 Excavator,Excavators,2026-03-21,In Production,2,485173.70664171566,970347.4132834313,South America,Q4-2026,Bed far section compare car much.
SO-1000108,Dealer-D030,PROD-390,Model 390F Excavator,Excavators,2026-04-04,Delivered,1,256205.59267677524,256205.59267677524,Asia Pacific,Q4-2026,Most tree store either station loss southern second.
SO-1000109,Dealer-D050,PROD-950,Model 950 Wheel Loader,Loaders,2026-04-03,Invoiced,6,321378.93777673243,1928273.6266603945,Asia Pacific,Q1-2026,Sound life away senior difficult put purpose however.
SO-1000110,Dealer-D028,PROD-D6,Model D6 Bulldozer,Dozers,2026-06-20,Scheduled,5,149934.14181199425,749670.7090599713,South America,Q3-2026,Hand so add Mr lawyer pull public once state wait.
SO-1000111,Dealer-D008,PROD-950,Model 950 Wheel Loader,Loaders,2026-04-11,Invoiced,12,231243.97930801334,2774927.75169616,Africa,Q2-2026,Push likely people wall foreign.
SO-1000112,Dealer-D036,PROD-D9,Model D9 Bulldozer,Dozers,2026-06-04,Draft,2,496964.7569403338,993929.5138806676,Africa,Q3-2026,Determine as statement travel few impact cause watch fight manage best.
SO-1000113,Dealer-D049,PROD-380,Model 380F Excavator,Excavators,2026-05-28,Submitted,5,64678.076753704925,323390.3837685246,Europe,Q2-2026,Career law provide sea watch industry score choice increase between.
SO-1000114,Dealer-D014,PROD-3500,Model 3500 Engine,Engines,2026-01-18,Shipped,4,223845.42788440967,895381.7115376387,South America,Q4-2026,Past voice evidence real describe know door guy wonder.
SO-1000115,Dealer-D001,PROD-3600,Model 3600 Engine,Engines,2026-01-01,Shipped,4,95811.65732729161,383246.62930916646,Europe,Q1-2026,Name within grow huge couple business summer lawyer.
SO-1000116,Dealer-D041,PROD-320,Model 320 Excavator,Excavators,2026-05-02,Invoiced,1,128849.7974476223,128849.7974476223,Africa,Q1-2026,Politics others again skill during call.
SO-1000117,Dealer-D029,PROD-390,Model 390F Excavator,Excavators,2026-05-19,Shipped,10,311039.9756012546,3110399.756012546,South America,Q3-2026,Day stop never only spend do similar small other everyone.
SO-1000118,Dealer-D019,PROD-980,Model 980 Wheel Loader,Loaders,2026-02-16,Invoiced,8,475905.4309176825,3807243.44734146,Africa,Q2-2026,Would music sometimes body term capital.
SO-1000119,Dealer-D004,PROD-980,Model 980 Wheel Loader,Loaders,2026-04-16,Booked,4,273892.933465746,1095571.733862984,Africa,Q4-2026,So draw food company appear score moment second.
SO-1000120,Dealer-D041,PROD-380,Model 380F Excavator,Excavators,2026-04-22,Delivered,8,64764.3308578738,518114.6468629904,Europe,Q4-2026,Large gun order later develop past road training probably.
SO-1000121,Dealer-D015,PROD-380,Model 380F Excavator,Excavators,2026-06-14,Delivered,1,234235.43231765824,234235.43231765824,Africa,Q4-2026,Leader who article look husband rather make.
SO-1000122,Dealer-D034,PROD-D10,Model D10 Bulldozer,Dozers,2026-01-24,Invoiced,4,118217.78366004472,472871.1346401789,Africa,Q4-2026,Available ball part assume every plan nature foot yes.
SO-1000123,Dealer-D023,PROD-320,Model 320 Excavator,Excavators,2026-04-05,Draft,5,394496.03773213737,1972480.1886606868,North America,Q4-2026,Far measure involve soldier boy pressure there necessary tend involve.
SO-1000124,Dealer-D006,PROD-320,Model 320 Excavator,Excavators,2026-02-26,Scheduled,10,151756.39906235237,1517563.9906235237,Africa,Q4-2026,Including still human role fine fine effort.
SO-1000125,Dealer-D003,PROD-380,Model 380F Excavator,Excavators,2026-03-27,Booked,4,485080.4749096784,1940321.8996387136,Asia Pacific,Q3-2026,Rather listen before be it season.
SO-1000126,Dealer-D041,PROD-320,Model 320 Excavator,Excavators,2026-05-21,Invoiced,8,324333.95524560584,2594671.6419648468,Africa,Q1-2026,Speech news only no form business government program.
SO-1000127,Dealer-D048,PROD-380,Model 380F Excavator,Excavators,2026-05-06,Booked,6,232588.02587677745,1395528.1552606646,Africa,Q2-2026,Test return why outside goal official defense prevent difference.
SO-1000128,Dealer-D021,PROD-D10,Model D10 Bulldozer,Dozers,2026-01-16,Delivered,8,295023.6315967393,2360189.0527739143,Europe,Q2-2026,Glass news boy everything difficult.
SO-1000129,Dealer-D009,PROD-3500,Model 3500 Engine,Engines,2026-05-19,Shipped,6,169396.76189996014,1016380.5713997609,Asia Pacific,Q3-2026,Suddenly window stand party poor ago upon stop environment.
SO-1000130,Dealer-D025,PROD-320,Model 320 Excavator,Excavators,2026-04-11,Delivered,6,401329.33394040546,2407976.003642433,Europe,Q4-2026,Event several TV go consider century.
SO-1000131,Dealer-D017,PROD-D9,Model D9 Bulldozer,Dozers,2026-05-07,Booked,10,121561.25168311759,1215612.516831176,Europe,Q2-2026,Attorney scientist will begin most heavy law church.
SO-1000132,Dealer-D001,PROD-980,Model 980 Wheel Loader,Loaders,2026-05-02,In Production,8,432712.2266423769,3461697.8131390153,South America,Q3-2026,Return since nothing be apply church pay.
SO-1000133,Dealer-D041,PROD-D9,Model D9 Bulldozer,Dozers,2026-05-21,Back Ordered,6,201024.70442142923,1206148.2265285754,Europe,Q1-2026,Evening product magazine kind event.
SO-1000134,Dealer-D049,PROD-980,Model 980 Wheel Loader,Loaders,2026-03-06,Booked,1,221232.96944145253,221232.96944145253,Asia Pacific,Q2-2026,Box involve exist question main project animal house out account.
SO-1000135,Dealer-D049,PROD-380,Model 380F Excavator,Excavators,2026-02-12,Delivered,4,105972.27405859594,423889.09623438376,North America,Q2-2026,War should share face build market issue.
SO-1000136,Dealer-D034,PROD-980,Model 980 Wheel Loader,Loaders,2026-05-12,Delivered,10,367191.9545195218,3671919.545195218,North America,Q1-2026,Herself region matter street south author.
SO-1000137,Dealer-D049,PROD-D10,Model D10 Bulldozer,Dozers,2026-03-24,Delivered,5,277158.01923703763,1385790.0961851883,Africa,Q4-2026,Job least back fine investment.
SO-1000138,Dealer-D035,PROD-380,Model 380F Excavator,Excavators,2026-03-21,Scheduled,12,120772.9436808719,1449275.3241704628,South America,Q4-2026,Remember individual boy again foot soon peace story.
SO-1000139,Dealer-D022,PROD-380,Model 380F Excavator,Excavators,2026-02-26,Scheduled,5,81901.20915107841,409506.04575539206,Europe,Q2-2026,Because such during open model how financial fund.
SO-1000140,Dealer-D016,PROD-980,Model 980 Wheel Loader,Loaders,2026-03-24,Delivered,3,55470.547164824064,166411.6414944722,Asia Pacific,Q1-2026,Single baby plan most create simply go when.
SO-1000141,Dealer-D049,PROD-320,Model 320 Excavator,Excavators,2026-03-16,Shipped,5,208831.32655356047,1044156.6327678023,North America,Q1-2026,Door chair culture own set pretty.
SO-1000142,Dealer-D028,PROD-320,Model 320 Excavator,Excavators,2026-04-28,Scheduled,10,402691.9291178483,4026919.2911784826,North America,Q3-2026,Week physical less nor often race.
SO-1000143,Dealer-D022,PROD-320,Model 320 Excavator,Excavators,2026-05-03,In Production,2,142430.63381511322,284861.26763022644,North America,Q1-2026,Poor worry follow wife firm key light place someone option.
SO-1000144,Dealer-D020,PROD-950,Model 950 Wheel Loader,Loaders,2026-05-15,In Production,8,139546.46253174654,1116371.7002539723,Africa,Q4-2026,Medical financial later arm story baby ten talk.
SO-1000145,Dealer-D020,PROD-D10,Model D10 Bulldozer,Dozers,2026-03-23,Submitted,12,491165.9334239833,5893991.201087799,Africa,Q2-2026,Order his oil west school American training occur could painting may.
